,online_order,book_table,Ratings,Votes,Rest_Type,dish_liked,Cuisines,Cost_of_2_people,Type,City
20436,1,0,3.9,823,20,2938,560,550.0,2,13
20439,1,0,3.0,61,13,1728,333,650.0,2,13
20444,1,0,4.0,245,20,3420,1203,750.0,2,13
20445,1,0,4.0,201,13,504,407,800.0,2,13
20446,1,0,3.8,117,20,3081,1188,600.0,2,13
20448,1,0,3.8,146,20,1192,522,600.0,2,13
20451,1,0,4.0,200,62,4631,1093,400.0,2,13
20452,1,1,4.4,1853,20,3295,522,1100.0,2,13
20453,1,1,4.2,2618,20,1604,515,1300.0,2,13
20454,0,0,3.7,93,20,3338,1203,900.0,2,13
20455,1,0,4.0,684,62,3200,619,250.0,2,13
20459,1,0,4.1,37,35,5168,792,500.0,2,13
20460,1,1,4.0,870,20,2921,1303,900.0,2,13
20461,1,0,4.1,1003,20,393,1395,700.0,2,13
20462,1,0,3.7,117,62,1862,1163,150.0,2,13
20463,1,0,3.8,416,20,2658,77,700.0,2,13
20464,1,1,4.1,2345,20,5067,1213,1500.0,2,13
20465,1,0,3.3,97,62,3523,1163,400.0,2,13
20466,1,0,3.9,544,62,2463,1581,300.0,2,13
20470,1,1,4.0,633,20,2312,1203,800.0,2,13
20471,1,1,4.5,3464,20,2459,1407,1300.0,2,13
20473,1,1,3.9,484,20,1073,1435,700.0,2,13
20474,1,1,4.2,815,20,424,1203,900.0,2,13
20475,1,1,4.2,2027,20,5057,1424,1000.0,2,13
20481,1,1,3.9,143,20,2238,1099,1000.0,2,13
20482,1,0,4.2,185,51,2645,1216,300.0,2,13
20485,1,0,4.4,384,62,55,1594,300.0,2,13
20486,1,1,4.3,1245,20,3691,1350,1000.0,2,13
20490,1,0,3.9,162,29,353,1216,500.0,2,13
20493,1,0,2.6,54,29,265,252,600.0,2,13
20495,1,1,4.1,1028,20,1263,1163,1000.0,2,13
20497,1,0,3.8,283,20,4072,284,800.0,2,13
20502,0,0,3.7,246,20,809,287,450.0,2,13
20503,1,1,3.8,562,20,3783,1163,800.0,2,13
20504,1,0,3.8,110,72,3819,1008,400.0,2,13
20505,0,0,3.6,135,20,319,1085,600.0,2,13
20507,1,0,3.1,140,20,1934,1189,600.0,2,13
20508,1,0,2.9,62,65,1621,550,650.0,2,13
20511,1,0,4.0,141,20,4311,1284,550.0,2,13
20520,0,0,4.3,359,20,3294,1424,1200.0,2,13
20521,1,0,4.0,219,13,3858,456,600.0,2,13
20524,0,1,4.2,1216,20,2523,1500,1200.0,2,13
20532,0,0,3.700448817952718,0,20,1861,1163,1000.0,2,13
20533,0,1,4.3,1079,21,116,50,800.0,2,13
20534,0,0,3.9,205,20,2397,284,550.0,2,13
20535,0,1,4.1,468,20,3009,1070,700.0,2,13
20537,1,0,3.8,217,62,3517,1163,450.0,2,13
20539,0,0,3.7,203,20,4995,1321,900.0,2,13
20541,0,0,4.0,194,20,1003,1565,500.0,2,13
20546,0,0,3.5,52,62,4306,1557,300.0,2,13
20554,0,0,2.7,39,20,4799,1216,500.0,2,13
20560,0,0,2.9,39,72,501,862,500.0,2,13
20568,0,0,3.1,53,29,622,861,450.0,2,13
20570,1,0,3.7,115,20,4953,567,550.0,2,13
20577,1,0,3.8,254,20,4723,522,550.0,2,13
20578,0,0,3.3,67,20,4045,1203,600.0,2,13
20579,1,0,3.5,132,72,984,287,600.0,2,13
20582,1,0,4.2,76,62,4645,1527,450.0,2,13
20588,1,1,4.0,347,20,4804,1302,1000.0,2,13
20590,1,0,3.7,46,20,2696,1203,600.0,2,13
20592,1,1,4.1,1080,20,4730,1203,1000.0,2,13
20594,1,1,3.7,1014,4,1267,665,1300.0,2,13
20595,0,0,3.8,47,13,2140,456,600.0,2,13
20597,1,0,3.7,47,30,2000,957,200.0,2,13
20598,1,0,3.7,67,62,2434,1573,300.0,2,13
20599,1,0,3.1,68,62,1147,1147,550.0,2,13
20602,1,1,4.3,1805,22,2565,662,900.0,2,13
20604,1,0,4.3,276,62,2515,1557,100.0,2,13
20608,1,0,4.1,323,13,543,343,700.0,2,13
20612,1,0,4.1,184,62,1991,1028,200.0,2,13
20617,1,0,3.5,283,62,5088,207,350.0,2,13
20618,1,0,3.3,334,62,4077,283,400.0,2,13
20619,1,0,3.9,40,20,2752,1287,600.0,2,13
20622,1,0,3.6,43,20,4799,585,600.0,2,13
20628,1,1,3.7,36,20,5118,588,650.0,2,13
20631,1,1,4.1,1697,20,3102,1203,1200.0,2,13
20635,1,0,3.8,431,35,1418,772,800.0,2,13
20636,1,0,3.5,34,20,4306,1366,650.0,2,13
20644,0,1,4.2,1197,26,1023,985,1200.0,2,13
20646,0,0,3.0,98,4,3416,1203,800.0,2,13
20652,1,0,3.8,75,62,2071,1052,300.0,2,13
20656,1,0,4.3,1899,30,446,772,400.0,2,13
20657,1,0,3.9,128,30,3190,962,200.0,2,13
20659,1,1,3.700448817952718,0,20,4710,672,800.0,2,13
20660,1,0,4.1,957,20,2060,1623,600.0,2,13
20661,0,1,4.1,1453,13,2912,381,800.0,2,13
20663,0,0,4.2,256,20,3647,1006,800.0,2,13
20664,0,0,4.0,1048,62,3639,986,450.0,2,13
20665,0,0,4.2,251,30,3439,962,200.0,2,13
20670,0,0,3.1,97,20,271,518,650.0,2,13
20684,0,0,3.8,69,14,1648,351,700.0,2,13
20686,0,0,3.8,39,62,2752,1573,350.0,2,13
20689,0,0,3.8,87,62,4501,822,250.0,2,13
20696,0,0,3.2,63,3,3698,191,600.0,2,13
20699,0,0,3.5,134,20,797,1203,650.0,2,13
20702,0,0,3.7,44,30,2445,181,200.0,2,13
20703,0,0,3.7,65,62,3431,878,300.0,2,13
20717,0,0,2.8,127,62,4296,873,300.0,2,13
20720,0,0,3.8,149,62,4493,878,150.0,2,13
20735,0,0,2.3,176,20,4086,1163,450.0,2,13
20739,0,0,3.5,42,62,3479,1294,400.0,2,13
20743,0,0,3.1,53,20,773,1258,600.0,2,13
20752,0,0,3.6,34,62,5234,1008,650.0,2,13
20798,0,0,3.8,63,13,652,333,500.0,2,13
20805,1,1,4.4,2496,57,2174,1350,900.0,2,13
20809,1,0,3.5,41,44,3797,1485,400.0,2,13
20813,1,0,4.0,152,12,2001,220,350.0,2,13
20817,1,0,3.8,110,20,4582,1203,500.0,2,13
20823,0,0,3.9,194,20,2461,1599,400.0,2,13
20824,0,0,3.8,59,20,4745,1203,750.0,2,13
20829,1,0,3.8,172,20,2452,1431,400.0,2,13
20861,0,1,4.2,657,16,4897,414,800.0,3,13
20862,0,0,4.5,208,30,1351,962,400.0,3,13
20863,1,0,3.9,74,20,3886,129,800.0,3,13
20864,0,0,4.3,142,70,3307,1127,200.0,3,13
20865,1,0,4.0,1782,62,1740,1453,200.0,3,13
20866,0,0,4.4,369,30,2271,957,200.0,3,13
20867,1,0,4.4,827,30,2340,962,400.0,3,13
20868,1,0,4.3,661,30,2513,181,500.0,3,13
20869,0,0,4.1,227,13,541,502,800.0,3,13
20870,0,0,4.2,245,30,2992,175,400.0,3,13
20871,0,0,4.2,822,9,4507,215,250.0,3,13
20872,1,0,4.4,360,30,3806,778,400.0,3,13
20873,0,0,4.2,128,29,4145,774,400.0,3,13
20874,1,0,4.0,150,30,4479,965,400.0,3,13
20875,0,0,3.9,56,30,3753,800,200.0,3,13
20876,1,1,3.8,363,20,2313,292,600.0,3,13
20877,1,0,4.2,95,11,5164,215,400.0,3,13
20878,1,0,3.8,151,30,5133,778,350.0,3,13
20879,1,0,4.1,439,30,4248,959,500.0,3,13
20880,0,0,4.1,109,13,1605,428,700.0,3,13
20882,1,0,3.5,56,30,5157,964,400.0,3,13
20883,1,0,3.7,47,66,324,849,400.0,3,13
20884,1,0,4.0,253,30,1639,778,300.0,3,13
20889,1,0,3.9,211,11,4967,783,400.0,3,13
20890,1,0,4.1,193,30,3325,794,300.0,3,13
20893,1,0,4.1,210,32,1998,215,150.0,3,13
20898,1,0,4.0,129,30,2421,772,300.0,3,13
20899,0,0,4.1,201,62,3551,1638,250.0,3,13
20901,1,0,4.2,251,30,1301,778,300.0,3,13
20904,0,0,4.1,60,30,2140,962,200.0,3,13
20906,1,0,4.2,450,13,4541,363,400.0,3,13
20907,0,0,4.0,147,30,91,772,400.0,3,13
20909,1,0,3.9,148,62,4124,1128,400.0,3,13
20910,1,0,3.9,84,69,1820,1128,400.0,3,13
20931,1,0,4.1,205,30,1306,962,300.0,3,13
20943,1,1,4.1,459,20,744,697,700.0,3,13
20944,1,0,4.1,55,13,3704,503,600.0,3,13
20946,0,0,4.4,358,69,1883,1123,150.0,3,13
20947,1,1,4.2,239,22,551,350,600.0,3,13
20948,0,0,4.1,338,0,967,181,500.0,3,13
20949,1,0,4.0,38,30,2140,955,150.0,3,13
20950,1,0,4.3,865,30,3155,794,500.0,3,13
20952,0,0,4.0,160,68,4442,1650,150.0,3,13
20953,1,0,3.8,51,29,961,181,500.0,3,13
20955,1,0,4.2,171,13,5141,362,600.0,3,13
20957,1,0,4.0,41,41,5133,443,400.0,3,13
20958,1,0,3.9,181,30,5169,772,400.0,3,13
20959,1,0,4.0,131,30,2423,955,230.0,3,13
20960,0,0,4.1,523,13,3951,405,550.0,3,13
20961,1,0,3.5,221,70,861,1126,400.0,3,13
20962,1,0,3.9,48,69,4436,1128,100.0,3,13
20963,1,0,3.9,153,41,455,428,400.0,3,13
20966,1,0,3.8,145,13,3624,534,700.0,3,13
20967,1,0,4.0,204,14,4864,351,500.0,3,13
20968,0,0,4.0,321,30,3323,778,500.0,3,13
20969,0,0,3.8,69,14,1648,351,700.0,3,13
20972,0,0,3.9,41,3,2243,195,200.0,3,13
20973,1,0,3.9,102,30,453,962,400.0,3,13
20977,1,0,3.9,42,30,4057,1128,250.0,3,13
20978,0,0,3.2,63,3,3698,191,600.0,3,13
20983,1,0,3.6,34,30,4046,962,300.0,3,13
20984,1,0,3.7,47,30,2000,957,200.0,3,13
20985,0,0,3.7,44,30,2445,181,200.0,3,13
20987,0,0,2.9,231,30,3701,798,800.0,3,13
20990,1,0,4.1,91,0,1799,181,500.0,3,13
20991,1,0,3.9,70,30,5133,851,400.0,3,13
20992,0,0,3.7,118,30,89,962,300.0,3,13
21034,1,1,4.3,191,20,4164,930,800.0,4,13
21035,0,1,4.6,545,20,3180,1268,1100.0,4,13
21036,1,1,4.1,218,20,1,653,700.0,4,13
21037,0,0,3.700448817952718,2497,20,3063,1562,450.0,4,13
21038,1,1,4.2,2031,20,5057,1424,1000.0,4,13
21039,1,0,4.5,4455,20,1053,287,600.0,4,13
21040,1,1,4.1,1889,20,1539,1383,1200.0,4,13
21041,0,1,4.1,2317,20,3333,1203,950.0,4,13
21042,1,1,4.3,1268,22,3027,928,800.0,4,13
21043,1,1,4.3,1257,20,3691,1350,1000.0,4,13
21044,1,1,4.1,2345,20,5067,1213,1500.0,4,13
21045,0,1,3.700448817952718,1251,21,3907,1490,1000.0,4,13
21046,1,0,4.2,78,20,3886,129,800.0,4,13
21047,1,1,3.700448817952718,1137,20,3686,1015,1300.0,4,13
21048,1,0,4.0,692,20,301,1396,650.0,4,13
21049,0,0,4.2,734,62,3060,1562,350.0,4,13
21050,1,0,4.0,169,20,2590,1163,800.0,4,13
21051,1,0,4.3,2020,20,1951,239,800.0,4,13
21052,1,1,4.1,1082,20,4730,1203,1000.0,4,13
21053,1,1,4.3,891,20,4795,560,1700.0,4,13
21054,1,0,3.7,420,20,2658,77,700.0,4,13
21055,1,1,4.1,672,21,40,50,1000.0,4,13
21056,0,0,4.2,714,13,1651,333,500.0,4,13
21057,1,1,4.1,976,54,1546,1320,1500.0,4,13
21058,1,0,4.1,803,13,3897,438,400.0,4,13
21059,1,0,4.4,4912,20,1249,1409,750.0,4,13
21060,0,0,4.0,339,20,2233,1180,550.0,4,13
21061,1,1,4.0,871,20,2921,1303,900.0,4,13
21062,0,0,4.0,927,20,987,43,600.0,4,13
21063,1,0,4.1,620,20,4035,289,750.0,4,13
21064,1,1,4.1,446,60,3780,694,1200.0,4,13
21066,1,1,4.2,743,13,3965,394,800.0,4,13
21067,0,0,4.1,227,13,541,502,800.0,4,13
21068,0,1,4.2,117,13,3662,380,800.0,4,13
21069,1,0,4.0,469,20,799,1607,600.0,4,13
21070,1,0,3.8,245,20,3185,1095,650.0,4,13
21071,1,1,4.0,370,20,3248,1675,1200.0,4,13
21072,1,0,3.700448817952718,326,20,5089,1557,400.0,4,13
21073,1,1,4.0,1065,21,3665,993,1200.0,4,13
21074,1,0,4.5,184,9,3678,232,250.0,4,13
21075,0,0,3.700448817952718,285,20,3442,1284,450.0,4,13
21076,1,0,3.9,225,20,2718,522,600.0,4,13
21077,0,0,4.1,715,13,2372,446,850.0,4,13
21078,1,0,4.2,268,13,4523,390,700.0,4,13
21079,1,1,3.4,215,57,2878,537,1000.0,4,13
21080,1,1,4.2,1919,13,3709,424,800.0,4,13
21081,1,0,4.6,256,13,3850,360,400.0,4,13
21082,0,1,3.9,371,20,4427,1316,1000.0,4,13
21083,1,0,3.700448817952718,131,13,3926,474,650.0,4,13
21084,1,1,4.2,815,20,424,1203,900.0,4,13
21085,1,1,3.8,363,20,2314,292,600.0,4,13
21086,0,1,3.6,571,20,225,703,800.0,4,13
21087,1,1,3.6,432,20,2176,1163,800.0,4,13
21088,1,1,4.1,176,20,2035,1601,500.0,4,13
21089,0,0,4.1,110,13,1605,428,700.0,4,13
21090,1,0,4.0,137,62,5046,1581,350.0,4,13
21091,1,1,4.0,553,20,3666,997,900.0,4,13
21093,1,0,3.7,159,20,4330,252,700.0,4,13
21094,1,0,4.0,310,13,1606,389,750.0,4,13
21096,0,0,3.8,85,62,3053,1179,400.0,4,13
21097,1,0,3.9,234,20,3615,1013,800.0,4,13
21098,1,0,3.8,233,20,46,68,600.0,4,13
21099,1,0,3.8,156,20,3732,1607,450.0,4,13
21102,0,0,3.9,118,20,2531,1192,800.0,4,13
21103,1,0,2.8,210,20,1712,1609,400.0,4,13
21104,1,0,3.9,145,20,2699,1203,550.0,4,13
21105,1,0,3.8,706,20,3622,1484,750.0,4,13
21106,0,1,3.7,152,46,3059,1164,1350.0,4,13
21107,0,0,3.6,336,20,2403,1163,600.0,4,13
21108,1,0,3.7,72,20,1136,1216,450.0,4,13
21109,1,0,3.5,80,20,321,72,750.0,4,13
21110,1,0,3.7,142,20,4066,1564,750.0,4,13
21112,0,1,3.8,234,20,4602,1072,1000.0,4,13
21113,0,0,3.8,46,13,1655,333,400.0,4,13
21114,1,0,3.7,582,20,5113,1429,900.0,4,13
21115,1,0,3.9,212,20,4420,926,500.0,4,13
21116,1,0,3.9,91,13,2932,440,300.0,4,13
21118,1,0,4.0,142,20,4311,1284,550.0,4,13
21119,0,1,3.7,44,20,4755,1236,550.0,4,13
21120,1,0,3.7,133,20,4348,609,700.0,4,13
21121,0,0,3.6,135,20,319,1085,600.0,4,13
21123,1,0,3.8,110,20,4582,1203,500.0,4,13
21124,1,0,4.1,450,13,4541,363,400.0,4,13
21126,0,0,4.1,53,62,1803,1557,100.0,4,13
21127,1,0,3.700448817952718,283,20,4072,284,800.0,4,13
21128,1,1,3.700448817952718,143,20,2238,1099,1000.0,4,13
21129,0,1,3.8,176,20,3045,1164,1350.0,4,13
21130,1,1,3.9,297,13,636,369,650.0,4,13
21134,1,0,3.9,247,13,2686,407,400.0,4,13
21135,1,1,3.8,583,20,4729,1388,1200.0,4,13
21136,1,1,3.7,36,20,5118,588,650.0,4,13
21139,1,0,2.5,157,13,1724,347,450.0,4,13
21140,0,0,2.9,177,20,4034,1218,700.0,4,13
21148,0,0,3.2,135,62,1741,1599,300.0,4,13
21154,1,0,3.4,197,20,4187,599,800.0,4,13
21156,0,0,3.7,93,20,3338,1203,900.0,4,13
21157,0,0,3.700448817952718,167,13,1346,438,400.0,4,13
21161,1,0,3.7,330,20,3237,611,850.0,4,13
21162,0,0,4.2,391,62,1111,267,400.0,4,13
21163,1,0,3.3,358,62,546,323,400.0,4,13
21164,1,0,4.0,1784,62,1740,1453,200.0,4,13
21165,0,0,4.4,1833,62,4494,878,200.0,4,13
21166,1,0,4.0,961,62,1139,1363,500.0,4,13
21168,0,0,3.9,79,41,852,1573,1200.0,4,13
21169,1,0,4.1,171,62,289,257,400.0,4,13
21170,0,0,4.5,135,62,5040,1557,150.0,4,13
21172,1,0,3.9,53,62,2799,1597,200.0,4,13
21174,0,0,4.2,424,62,2435,1557,100.0,4,13
21175,1,0,3.9,339,62,4136,1599,400.0,4,13
21176,1,0,3.9,1075,62,723,324,600.0,4,13
21177,1,0,3.7,466,62,2197,1484,400.0,4,13
21179,1,0,3.9,67,62,930,822,200.0,4,13
21180,1,0,3.9,109,62,726,330,500.0,4,13
21181,1,0,3.1,113,62,4467,1517,600.0,4,13
21183,1,0,4.0,233,62,2330,1571,400.0,4,13
21184,0,0,3.9,65,62,2834,1638,100.0,4,13
21185,1,0,3.7,44,66,324,849,400.0,4,13
21188,1,0,3.7,181,62,555,831,500.0,4,13
21189,1,0,4.1,311,62,1679,1579,200.0,4,13
21190,1,0,3.700448817952718,339,62,3274,549,300.0,4,13
21191,1,0,3.9,104,62,2205,822,200.0,4,13
21194,1,0,4.0,126,62,1605,1599,400.0,4,13
21197,1,0,3.9,315,62,5022,1649,300.0,4,13
21199,1,0,3.4,70,62,265,257,400.0,4,13
21201,0,0,3.8,38,62,4877,1557,200.0,4,13
21204,1,0,3.9,138,62,3502,1657,400.0,4,13
21211,0,0,3.8,266,62,4050,1607,250.0,4,13
21212,1,0,3.3,399,62,3479,1203,300.0,4,13
21213,1,0,3.9,100,62,5050,1557,200.0,4,13
21218,1,0,3.8,47,30,4543,797,400.0,4,13
21222,0,0,3.7,56,62,5025,1557,150.0,4,13
21224,0,0,3.8,39,62,2787,1597,250.0,4,13
21225,1,0,4.1,421,62,565,323,500.0,4,13
21226,1,0,3.9,135,62,4203,871,350.0,4,13
21229,0,0,4.0,82,62,820,1557,200.0,4,13
21230,1,0,3.7,97,62,1038,1393,350.0,4,13
21234,1,0,3.0,62,65,1621,550,650.0,4,13
21243,1,0,3.8,76,62,2071,1052,300.0,4,13
21245,1,0,3.4,145,62,3710,1486,600.0,4,13
21272,1,0,3.2,58,62,2578,1336,400.0,4,13
21273,1,0,3.1,68,62,1147,1147,550.0,4,13
21278,0,0,4.3,721,52,195,687,1500.0,4,13
21279,0,1,4.9,6452,20,4850,818,1600.0,4,13
21280,0,1,3.700448817952718,475,54,4432,907,1500.0,4,13
21281,1,1,3.700448817952718,2508,57,2172,1350,900.0,4,13
21282,0,1,4.8,3864,20,2676,1332,1600.0,4,13
21283,0,0,4.3,362,20,3294,1424,1200.0,4,13
21284,1,1,4.3,4325,52,4011,627,1600.0,4,13
21285,0,1,3.700448817952718,2464,20,901,1503,1000.0,4,13
21286,1,1,4.3,2230,60,1572,10,1200.0,4,13
21287,0,1,3.700448817952718,1240,20,844,1431,800.0,4,13
21288,0,1,3.700448817952718,1221,20,2523,1500,1200.0,4,13
21289,0,1,4.3,1230,5,1468,808,1500.0,4,13
21290,0,1,3.700448817952718,1168,21,3324,1376,1100.0,4,13
21291,0,1,4.5,800,20,3664,971,1500.0,4,13
21292,0,1,3.9,1791,4,1433,905,1300.0,4,13
21293,1,0,4.3,2447,20,1281,1163,800.0,4,13
21294,1,0,4.2,146,20,1040,1382,600.0,4,13
21295,1,1,4.1,1551,20,2371,165,1000.0,4,13
21296,1,0,4.0,1992,20,2488,295,800.0,4,13
21297,1,0,3.700448817952718,149,20,2358,1495,800.0,4,13
21298,1,1,3.700448817952718,465,20,744,697,700.0,4,13
21299,1,1,3.700448817952718,1037,21,4615,616,1100.0,4,13
21300,1,1,3.9,0,20,4710,672,800.0,4,13
21301,1,1,4.1,591,21,4742,690,1200.0,4,13
21302,1,1,4.1,783,20,3628,1393,800.0,4,13
21303,1,0,4.0,960,20,2060,1623,600.0,4,13
21304,1,0,3.7,0,20,1861,1163,1000.0,4,13
21305,0,1,4.3,1083,21,116,50,800.0,4,13
21306,0,1,4.2,1466,13,2913,381,800.0,4,13
21307,0,1,4.3,1038,20,3689,773,1000.0,4,13
21308,1,1,4.1,1542,20,3453,1060,800.0,4,13
21309,1,0,4.5,414,20,1123,0,1000.0,4,13
21310,1,1,4.2,361,20,4769,151,800.0,4,13
21311,0,1,4.1,1204,26,1023,985,1200.0,4,13
21312,1,1,4.1,1411,26,1545,1303,1100.0,4,13
21313,0,0,4.0,726,60,3609,895,1500.0,4,13
21314,1,1,4.2,2130,20,3911,1491,800.0,4,13
21315,1,1,4.0,889,20,4942,1163,900.0,4,13
21316,0,0,3.9,206,20,2397,261,600.0,4,13
21318,1,1,3.8,768,20,2623,1163,600.0,4,13
21319,0,0,4.0,769,14,3919,359,600.0,4,13
21320,1,0,3.9,922,4,219,1273,1000.0,4,13
21321,0,0,3.700448817952718,265,20,3647,1006,800.0,4,13
21322,0,1,4.1,468,20,3009,1070,700.0,4,13
21323,1,0,4.1,592,20,2941,560,700.0,4,13
21324,1,1,4.1,2727,20,777,297,800.0,4,13
21325,1,0,4.2,185,51,2645,1216,300.0,4,13
21326,1,0,3.700448817952718,1313,20,2133,627,750.0,4,13
21327,1,1,4.0,791,20,1628,698,1300.0,4,13
21328,1,1,4.0,1017,58,233,887,1300.0,4,13
21329,1,1,3.700448817952718,155,13,2905,463,600.0,4,13
21330,1,0,3.9,118,20,2711,606,600.0,4,13
21331,1,1,4.1,1028,20,1263,1163,1000.0,4,13
21332,1,0,4.0,509,19,1187,461,1000.0,4,13
21333,1,1,3.8,563,20,3783,1163,800.0,4,13
21334,1,1,4.2,240,22,551,350,600.0,4,13
21335,1,1,4.1,294,20,2530,944,500.0,4,13
21336,1,0,4.1,465,13,1693,345,500.0,4,13
21337,1,1,4.3,4421,22,982,1478,600.0,4,13
21338,1,0,3.7,115,20,4953,1279,500.0,4,13
21339,1,1,3.700448817952718,350,20,4625,1529,1200.0,4,13
21340,0,0,4.0,130,62,3370,1599,300.0,4,13
21341,1,0,3.9,324,20,1133,1203,650.0,4,13
21342,1,0,3.700448817952718,299,20,1051,251,700.0,4,13
21343,1,1,4.1,848,21,1470,1556,1100.0,4,13
21344,0,0,3.8,59,20,4745,1203,750.0,4,13
21345,1,0,4.1,564,62,254,1557,150.0,4,13
21347,1,0,3.9,200,62,4631,1093,400.0,4,13
21348,0,0,4.2,875,62,2766,1557,300.0,4,13
21351,0,0,2.7,100,20,58,518,650.0,4,13
21352,1,0,3.8,666,20,2101,202,650.0,4,13
21353,0,0,4.1,99,62,4787,1118,400.0,4,13
21354,1,0,3.6,52,62,2163,312,300.0,4,13
21356,1,0,3.8,91,13,2180,333,650.0,4,13
21358,0,0,4.0,139,62,4185,1044,200.0,4,13
21359,1,0,3.9,71,20,757,1172,1000.0,4,13
21361,0,0,4.1,523,13,3951,405,550.0,4,13
21362,1,0,3.9,214,20,341,1247,600.0,4,13
21363,1,0,4.1,382,62,4331,84,250.0,4,13
21364,0,0,4.0,1050,62,3639,986,450.0,4,13
21365,1,1,4.0,634,20,2312,1203,800.0,4,13
21366,1,1,3.9,1230,20,4670,115,900.0,4,13
21367,0,0,3.7,203,20,4995,1321,900.0,4,13
21370,1,0,3.6,221,70,861,1126,400.0,4,13
21373,1,0,3.7,125,12,4546,218,400.0,4,13
21374,1,0,3.6,71,62,4810,1255,350.0,4,13
21378,0,1,4.0,166,20,2146,1602,1000.0,4,13
21381,0,0,4.0,99,20,1923,606,850.0,4,13
21384,1,0,4.2,200,62,2274,1163,300.0,4,13
21386,0,0,4.4,344,62,2782,1557,100.0,4,13
21387,0,0,3.5,73,62,4845,826,500.0,4,13
21388,0,0,4.0,194,20,1003,1565,500.0,4,13
21390,1,0,3.8,146,13,3624,534,700.0,4,13
21391,1,0,2.5,208,20,1805,604,650.0,4,13
21392,1,0,3.9,893,20,4720,1442,750.0,4,13
21395,0,0,3.8,179,62,4024,1373,400.0,4,13
21397,0,0,3.3,97,21,2653,1569,1100.0,4,13
21399,1,0,4.0,115,62,2793,593,400.0,4,13
21400,1,0,3.8,42,62,4319,1599,300.0,4,13
21401,1,0,3.7,513,13,3903,459,600.0,4,13
21402,1,0,3.8,76,62,1681,1599,300.0,4,13
21404,1,1,3.5,552,20,2487,1243,600.0,4,13
21406,0,0,3.7,246,20,809,287,450.0,4,13
21409,0,1,3.700448817952718,0,20,3881,698,1000.0,4,13
21410,1,0,3.8,217,62,3517,1163,450.0,4,13
21412,1,0,3.6,43,62,3999,1203,500.0,4,13
21414,0,0,4.0,160,68,4442,1650,150.0,4,13
21415,0,0,4.2,255,62,2813,1557,150.0,4,13
21416,0,0,3.8,69,14,1648,352,700.0,4,13
21417,1,0,3.7,520,20,1688,1599,400.0,4,13
21420,1,0,3.8,94,41,4030,676,1100.0,4,13
21421,1,0,3.7,133,62,3571,1184,250.0,4,13
21422,1,0,3.7,171,62,1605,867,200.0,4,13
21423,1,0,3.8,146,20,1192,522,600.0,4,13
21425,0,0,4.0,910,62,3163,1116,600.0,4,13
21429,1,0,3.9,547,20,4280,1360,700.0,4,13
21431,0,0,3.0,50,41,3263,522,400.0,4,13
21434,1,0,3.9,313,62,4222,1197,500.0,4,13
21437,0,0,4.1,150,62,4334,865,400.0,4,13
21438,0,0,2.9,84,20,4668,1192,500.0,4,13
21439,1,0,3.6,130,20,4623,1097,600.0,4,13
21440,1,0,3.8,616,13,3703,473,600.0,4,13
21441,1,0,3.3,395,62,2082,1163,400.0,4,13
21444,1,0,3.0,61,13,1728,333,650.0,4,13
21446,1,0,3.5,42,13,2152,402,600.0,4,13
21447,1,0,4.2,289,62,515,6,400.0,4,13
21451,0,0,3.5,177,20,865,1229,950.0,4,13
21453,1,0,3.9,154,41,455,428,400.0,4,13
21456,1,0,2.8,137,62,2472,1461,300.0,4,13
21462,1,0,4.0,58,62,1242,283,300.0,4,13
21465,1,0,3.7,195,62,3485,1163,400.0,4,13
21467,1,0,3.1,177,62,2111,204,500.0,4,13
21470,1,0,2.7,73,20,4674,567,600.0,4,13
21471,1,0,3.0,140,20,1934,1189,600.0,4,13
21474,0,0,3.8,40,62,2806,1557,100.0,4,13
21477,0,0,3.8,191,62,1666,1557,300.0,4,13
21483,1,0,3.9,85,62,4930,1500,300.0,4,13
21486,0,0,3.8,39,62,2752,1573,350.0,4,13
21489,0,0,3.5,134,20,797,1203,650.0,4,13
21490,0,0,3.8,58,62,2044,1557,300.0,4,13
21493,0,0,3.9,41,3,2243,195,200.0,4,13
21500,1,0,3.8,358,62,916,1203,400.0,4,13
21503,0,0,4.0,88,20,5075,1242,500.0,4,13
21506,0,0,3.8,87,62,4501,822,250.0,4,13
21507,1,0,3.0,57,20,4176,606,650.0,4,13
21508,1,0,4.0,40,20,2752,1287,600.0,4,13
21513,0,0,2.7,49,62,1677,1607,600.0,4,13
21516,1,0,3.4,41,44,3797,1485,400.0,4,13
21517,1,0,3.700448817952718,132,13,3987,505,400.0,4,13
21518,1,0,3.6,43,20,4799,585,600.0,4,13
21519,1,0,3.8,254,20,4723,522,600.0,4,13
21521,1,0,2.8,102,62,4312,1203,350.0,4,13
21522,0,0,4.1,379,62,2780,1599,300.0,4,13
21527,1,0,3.9,139,62,3805,1334,300.0,4,13
21528,1,0,3.7,117,62,1862,1163,150.0,4,13
21529,1,0,3.8,75,62,886,1461,200.0,4,13
21533,0,0,3.4,48,13,1714,333,550.0,4,13
21542,0,0,3.9,194,20,2461,1599,400.0,4,13
21544,0,0,2.3,176,20,4086,1163,450.0,4,13
21548,1,0,3.7,478,62,4932,1242,450.0,4,13
21549,1,0,2.9,42,62,2810,1440,250.0,4,13
21552,1,0,3.9,92,62,1703,1612,300.0,4,13
21556,0,0,3.0,98,4,3416,1203,800.0,4,13
21557,0,0,2.7,39,20,4799,1216,500.0,4,13
